id_response;linha_produto;modulo;processo;subprocesso;requisito;resposta;observacao
25072;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir associar modelos de termos de responsabilidades conforme a categoria do ativo e associar o responsável pelo ativo. O sistema deve prever a possibilidade de cadastrar transferência deste ativo e a consequente alteração do responsável.;Atende;
25073;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir a realização de inventários cíclicos e anuais.;Atende;
25074;TOTVS Backoffice - Linha Protheus;Fluig BPM;Patrimonial;Ativo fixo;Permitir a realização de cadastro de calendário para a realização de inventários (por CE/escola) com alertas da necessidade de realização e responsável principal;Atende;
25075;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir depreciação dos ativos sobre 2 taxas diferentes (Contábil e UFIR) não necessariamente lineares.;Atende;
25076;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir critérios de depreciação diferente em relação a data (mensal diário outros) ex: Bens adquiridos até o dia 15 deprecia 100% da cota após essa data posterga para o mês seguinte.;Atende;
25077;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Se houver alteração de prazo de depreciação permitir a escolha de data do recálculo.;Atende;
25078;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir integração com contabilidade para todas as operações relacionadas aos ativos.;Atende;
25079;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir uma projeção futura do cálculo de depreciação objetivando a confecção do orçamento anual.;Atende;
25080;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir alteração em massa. Ex: alterar um número de centro de custos para uma determinada categoria de ativos.;Atende;
25081;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir transferência interna (entre centros de custos) de um ativo gerando a reclassificação contábil adequada.;Atende;
25082;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir baixas de ativos (de forma total ou parcial) com ou sem emissão de recibos. Considerar também quando houver baixa de intangível (ex. software). Considerar os diversos tipos de baixa exemplo:- por doação- por venda- por inutilização- por obsolescência- quebra- exaustãodentre outros.;Atende;
25083;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir conversão do bem em andamento em um ativo imobilizado.;Atende;
25084;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir a alteração da vida útil do bem em função de modificações originadas de: depreciação acelerada depreciação acelerada incentivada impairment benfeitorias dentre outros.;Atende;
25085;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Realizar o cálculo e registro automático da depreciação a partir das informações contidas no cadastro do bem.;Atende;
25086;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir o cálculo de depreciação contábil e fiscal por estabelecimento item de forma mútua etc.;Atende;
25087;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir a rastreabilidade entre as transferências e baixas de ativos com os recibos criados para essa natureza/operação.;Atende;
25088;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir gerar relatórios para conferência dos ativos (geração das fichas para realização de inventário).;Atende;
25089;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Permitir a consulta de histórico de divergências no recebimento conforme filtros (ex. por centro de custo por empresa por item por grupo de fornecedores por pedidos de compras dentre outros).;Atende;Possuímos o controle de tolerância de recebimento que no ato do recebimento da NF faz as verificações e a mesma poderá ser aprovada através da Pré-Nf de entrada para posteriormente ser integrada ao Ativo Fixo.Outra forma será necessário realizar customização.
25090;TOTVS Backoffice - Linha Protheus;Smart View;Patrimonial;Ativo fixo;Permitir gerar relatórios de movimentação analíticos e sintéticos (entradas saídas baixas e transferências de uma empresa de um centro de custo de uma categoria dentre outros).Obs.: estes relatórios podem ser extraídos conforme os períodos informados no momento da geração ou por centro de custos através de planilha eletrônica ou outro.;Atende;
25091;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Relatórios de depreciação por categoria ativo dentre outros.;Atende;
25092;TOTVS Backoffice - Linha Protheus;Ativo Fixo;Patrimonial;Ativo fixo;Relatório de inventário dos ativos com informações do estado do ativo quem está utilizando localização dentre outros.;Atende;
25093;TOTVS Manutenção de Ativos - Linha Protheus;Manutenção de Ativos;Patrimonial;Ativo fixo;Permitir o histórico de manutenções associadas ao ativo.;Atende;
25094;TOTVS Backoffice - Linha Protheus;Smart View;Patrimonial;Ativo fixo;Relatório com informações dos Termos de Responsabilidade cadastrados (recebido transferido devolvido e baixa do bem).;Atende;
25095;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Cadastro de clientes;Permitir integrar o cadastro de clientes com os sistemas satélites (Ex.: CRM entre outros).;Atende;
25096;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Cadastro de clientes;Permitir o cadastro de contas bancárias e meios de recebimento por empresa. As contas bancárias devem estar vinculadas a cada cliente de forma que cada uma possua uma conta específica (domicílio bancário).;Atende;
25097;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Cadastro de clientes;Permitir o cadastro de tipos de condições de pagamento (Ex.: por cliente e região territorial).;Atende;
25098;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Cadastro de clientes;Permitir a associação no cadastro de cliente sobre serviço (informação da especificação do serviço).;Atende;É possível através da Natureza cadastrada no cliente associada ao serviço
25099;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Cadastro de clientes;Permitir incluir diferentes endereços para um cliente (Ex.: endereço de faturamento e de entrega).;Atende;
25100;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Cadastro de clientes;Permitir integrar o cadastro de clientes com o cadastro de fornecedores funcionário entre outros.;Atende;
25101;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir baixa automática dos arquivos de retorno bancário.;Atende;
25102;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Registrar e controlar eventuais valores pagos a maior ou a menor e sua posterior regularização correspondente a operações bancárias e outros.;Atende;
25103;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Gerir e controlar o fluxo de entrada e liquidação inclusive PDD (provisão de devedores duvidosos) e sua contabilização (pré-datados devolvidos entre outros).;Atende;
25104;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir configuração do PDD de acordo com regras previamente estabelecidas.;Atende;
25105;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Obter relatórios gerenciais (aging) referente à composição de saldos títulos vencidos e a vencer e fechamento mensal de liquidação.;Atende;
25106;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Controlar a posição de clientes em atraso com demonstrativo dos encargos contratuais para fins de composição amigável ou execução judicial.;Atende;
25107;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a análise e controle de crédito e garantias de clientes com possibilidade de diferenciar tratamento a clientes preferenciais.;Atende;
25108;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a atualização automática do limite do cliente conforme o pagamento do título que será identificado no arquivo do retorno do banco.;Atende;
25109;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir baixa e estorno manual de títulos individuais ou lotes: Pagos por meio de depósito em conta corrente perda por não pagamento entre outros. A baixa manual deve possuir um campo de observação do motivo com rastreabilidade do usuário da transação.;Atende;
25110;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir realizar parcelamento de venda no sistema;Atende;
25111;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir a conciliação dos cancelamentos de todas as vendas parceladas considerando o ajuste de contas envolvendo crédito e o débito com clientes.;Atende;
25112;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a realização de descontos prorrogação abatimentos dispensa de juros com limite de aprovação. Esta funcionalidade deve seguir a hierarquia de aprovação prevista em regra específica.;Atende;É possível realizar Aprovações através do controle de alçadas especifico
25113;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir o cálculo e atualização cambial contabilizar e gerar relatórios.;Atende;
25114;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir a visualização da posição contábil de meses anteriores com o físico do contas a receber. Apontar as ocorrências se ocorrerem.;Atende;
25115;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir o controle de movimentação da conta contábil e bancária de CE/escola (conta filha).;Atende;
25116;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir contabilizar e gerar relatórios específicos para juros sobre renegociações.;Atende;
25117;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir o controle do registro contábil no momento do recebimento dos juros de renegociação.;Atende;Entendemos que trata-se da configuração de lançamento contábil para registro na contabilidade.
25118;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir remessa para o banco e obter o retorno bancário. Adicionalmente deve permitir o reenvio da remessa de possíveis alterações no título e o retorno das conformidades de qualquer tipo de ocorrência (baixa prorrogação desconto abatimento instrução de processo pagamento de juros e multas entre outros).;Atende;
25119;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a realização de baixa para cobranças intercompanies.;Atende;
25120;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a consolidação de valores para efeito de fluxo de caixa (conta bancária matriz e conta bancária por CE/escola).;Atende;Um Facilitador para isso é a utilização do Fast Analytics para um melhor acompanhamento de fluxo de caixa com as informações consolidadas na tela.
25121;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a criação de notas de crédito e débito.;Atende;
25122;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a geração de crédito em conta renegociação de dívidas atualização de vencimentos notas de débito e descontos. O boleto deve ser emitido automaticamente após a criação da nota fiscal.;Atende;
25123;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a gestão do processo de renegociação incluindo:- Registro do contrato- Baixa de títulos anteriores- Geração dos novos títulos e boletos- Contabilização de juros etc.;Atende;
25124;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Possuir calendário para gestão de vencimentos que permita a antecipação ou postergação do vencimento do título em dias não úteis sem o cálculo de juros.;Atende;Entendemos que trata-se da parametrização da condição de pagamento a fim de indicar como deverá proceder o título em dias não úteis.
25125;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a gestão das modalidades de antecipação de recebíveis.;Atende;Verificar as funcionalidade com a TECHFIN
25126;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a criação de regras para provisão de títulos a PDD de acordo com a legislação e a política da empresa.;Atende;
25127;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir criar regras de distribuição da cobrança bancária por banco município e cliente (de acordo com FEBRABAN).;Atende;
25128;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir o cadastramento dos calendários regionais.;Atende;
25129;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir cancelamentos de documentos.;Atende;Sim. títulos manuais podem ser realizados diretamente no financeiro. Títulos vinculados a Nota (Saídas) deverá ser feito o processo de cancelamento para automaticamente cancelar o financeiro.
25130;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a geração da previsão de recebimento bancário.;Atende;
25131;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a geração de boleto bancário.;Atende;
25132;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a alteração do instrumento (forma) de pagamento.;Atende;
25133;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir o abatimento automático de crédito de cliente no boleto bancário gerando relatórios auxiliares.;Atende;
25134;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a vinculação manual de todos os créditos disponíveis (Ex.: abatimento de crédito gerando um novo boleto).;Atende;
25135;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a utilização de workflow de aprovação da prorrogação de vencimento.;Atende;
25136;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Importação do extrato bancário no sistema.;Atende;
25137;TOTVS Varejo Lojas - Linha Protheus;Controle de Lojas;Financeiro;Contas a receber;Permitir recebimentos com modalidade Cartão de Crédito e PIX com liquidação e contabilização automática.;Atende;Para a operação de Recebimento com Cartão de Crédito é necessário implementar o módulo adicional - Venda assistida porém entendemos que não se trata de uma operação necessária ao negócio do cliente.PIX podemos atender pelo módulo financeiro.
25138;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a entrada e o processamento das baixas manuais pelas áreas da empresa. A baixa manual deve possuir um campo de observação do motivo (Ex.: leitura e marcação automática do extrato bancário).;Atende;
25139;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a geração do recibo de quitação.;Atende;
25140;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir o envio de email automático em casos de não recebimentos.;Atende;ERP disponibiliza a rotina de envio de carta de cobrança.
25141;TOTVS Backoffice - Linha Protheus;Smart View;Financeiro;Contas a receber;Permitir a geração de relatório com inconsistências.;Atende;
25142;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir gerar relatório auxiliar do diário de baixas.;Atende;
25143;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a importação do extrato bancário por meio de TED/DOC com periodicidades definidas gerando crédito aos clientes permitindo posteriores liberações de pedidos e baixas automáticas.;Atende;A importação do Extrato Bancário mediante arquivo .OFX. A Parte relacionada a geração de crédito a Clientes permitindo posteriores liberações de pedidos e baixas automáticas não tem relação com este processo.
25144;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a parametrização de data de vencimento.;Atende;
25145;TOTVS Backoffice - Linha Protheus;Faturamento;Financeiro;Contas a receber;Permitir vincular o adiantamento ao pedido de venda. Uma vez vinculado o responsável não poderá realizar o cancelamento do pedido.;Atende;
25146;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a consulta e geração de relatório do histórico do cliente em pagamento antecipado.;Atende;
25147;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir a contabilização no retorno bancário dos juros e multas recebidos por atraso gerando débito na posição do cliente.;Atende;
25148;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir a contabilização no retorno bancário dos juros de prorrogação de vencimento.;Atende;
25149;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a geração automática de cobrança ao banco relativo aos pagamentos efetuados sem juros com seus respectivos relatórios.;Atende;Configuração do CNAB a pagar para emissão de arquivo remessa dos títulos a pagar.
25150;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a parametrização dos juros por cia e cliente possibilitando a isenção.;Atende;
25151;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir absorção dos juros geração de aviso de débito geração de relatórios gerenciais dos títulos baixados manualmente.;Atende;
25152;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a consulta do saldo das contas.;Atende;
25153;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir conciliações automáticas para todas as modalidades de recebimento.;Atende;
25154;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir provisionamento/projeção automático de até dois meses.;Atende;
25155;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir cadastrar regras de consistência para valores ou campos recebidos por interface.;Atende;Através do configurador do ERP - interface admin é possível criar regras adicionais nos campos
25156;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir a parametrização de multiplas réguas de cobrança com steps diferenciados de acionamento (Ex.: carta negativação protesto cobrança externa entre outros) de acordo com a necessidade do negócio.;Atende;
25157;TOTVS Backoffice - Linha Protheus;Smart View;Financeiro;Contas a receber;Permitir relatórios e consultas de posições de títulos a receber com possibilidade de filtrar por exemplo região escola bens vendidos comprador por período;Atende;
25158;TOTVS Backoffice - Linha Protheus;Configurações e Funcionalidades;Financeiro;Contas a receber;Permitir integração com sistema especialista Fiscal;Atende;
25159;TOTVS Backoffice - Linha Protheus;Contabilidade Gerencial;Financeiro;Contas a receber;Permitir a contabilização das despesas;Atende;
25160;TOTVS Backoffice - Linha Protheus;Faturamento;Financeiro;Contas a receber;Permitir que cada solicitação requisição de provisionamento das unidades.;Atende;A pergunta não está clara mas entendemos que seja a transferência financeira entre unidades.
25161;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir filtrar valores de provisionamento/projeção entre valor bruto ou liquido.;Atende;
25162;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir filtrar valores de provisionamosmento/projeção do que é adiantamento dos estados unidos e do que é de moeda local.;Atende;No ERP todos os títulos possuem o registro do título de qual moeda o mesmo está vinculado.Entendemos que pela forma como estamos interpretando o requisito atenda a necessidade.
25163;TOTVS Backoffice - Linha Protheus;Financeiro;Financeiro;Contas a receber;Permitir que o que for emitido entre as empresas em moeda local não seja emitido nas projeções.;Atende;
25164;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a configuração fiscal (impostos e isenções) de acordo com a legislação de cada estado e região para o cumprimento das obrigações fiscais tendo minimamente os seguintes parâmetros: por tipo de serviço aliquotas por cidade (e.g. São Paulo é 5% Barueri é 0% etc.) competência (federal estado cidade) cumulativa e não cumulativa período de reconhecimento contávil Cobrança de Matriz e filiais.;Atende;
25165;TOTVS Backoffice - Linha Protheus;Configurador;Fiscal;Obrigações Fiscais;Permitir realizar consistências de campos obrigatórios em momento de cálculo de tributos. As inconsistências devem ser listadas na área de tributos e podem gerar alertas para as áreas responsáveis dos cadastros conforme parametrização.;Atende;
25166;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir o cadastramento de regras tributárias das diversas esferas de governo.;Atende;Atendemos a legislação.
25167;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a associação das contas contábeis que deverão contemplar a ECF (Escrituração Contábil Fiscal).;Atende;
25168;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a associação das contas contábeis que devem compor a parte A e a parte B do LALUR (Livro de Apuração do Lucro Real).;Atende;
25169;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a apuração de obrigações fiscais de impostos indiretos. Ex 1: ISS IRRF CSRF INSS e outros.;Atende;
25170;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a apuração de obrigações fiscais de impostos diretos. Ex. PIS COFINS IRPJ CSLL e dentre outros.;Atende;
25171;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Considerar as retenções de impostos federais na apuração dos impostos correspondentes a pagar (abatimento). Ex.: PIS COFINS IRPJ CSLL entre outros. Obs.: trata-se de retenções efetuadas por órgãos federais.;Atende;
25172;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir selecionar quais contas contábeis serão consideradas no cálculo de cada tributo direto específico.;Atende;
25173;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir marcar cada lançamento com o status em relação a apurado quando é feito o cálculo de determinado imposto direto.;Não atende;
25174;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir cadastrar e executar o workflow de pagamento de tributos estaduais.;Atende;
25175;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir cadastrar e executar o workflow de pagamento de tributos federais.;Atende;
25176;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir cadastrar e executar o workflow de pagamento de tributos municipais.;Atende;
25177;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir gerar arquivo DCTF (Declaração de Débitos e Créditos Tributários Federais) contendo informações de todos os impostos diretos e indiretos no formato da Receita Federal. Permitir listar e totalizar os registros do arquivo.;Atende;
25178;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir gerar arquivo DIRF (Declaração do Imposto de Renda Retido na Fonte) contendo informações de todas as pessoas que tiveram retenção na fonte inclusive remessas ao exterior conforme legislação vigente.;Atende;
25179;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir gerar arquivo ECF (Escrituração Contábil Fiscal) conforme as contas associadas a este tributo. Permitir listar e totalizar os registros do arquivo por ficha.;Atende;
25180;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir atender o SPED Contábil e FCONT.;Atende;
25181;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir atender o SPED PIS-COFINS.;Atende;
25182;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir atender o SPED Fiscal (inclusive ICMS).;Atende;
25183;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir atender a IN SRF 86/01 (IN SRF 86-01: dados de negócios e atividades econômicas ou financeiras escrituras de livros ou documentos de natureza contábil ou fiscal fiquem registrados em forma de arquivo conforme a especificação técnica da IN SRF 86-01) através de layouts configuráveis.;Atende;
25184;TOTVS Transmite;TOTVS Transmite;Fiscal;Obrigações Fiscais;Permitir fazer o controle das notas fiscais recebidas posterior ao pagamento com o CNPJ e valor do pagamento e listar os pagamentos para evitar envio de informação fictícia através de controles de arquivos XML.;Atende;Funcionalidade atrelada ao Totvs Transmite Compras e Financeiro.
25185;TOTVS Transmite;TOTVS Transmite;Fiscal;Obrigações Fiscais;Permitir a geração de arquivo com as informações de notas fiscais eletrônicas municipais.;Atende;
25186;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a conferência e emissão de livros fiscais com possibilidade de reemissão do arquivo.;Atende;
25187;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a manutenção sobre os valores registrados no livro de ICMS para revisão e aprovação antes da geração das guias de recolhimento.;Atende;
25188;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a manutenção sobre os campos de registros tributários para fins de ajustes de livros fiscais (com permissão de histórico para fins de auditoria).;Atende;
25189;TOTVS Backoffice - Linha Protheus;Configurador;Fiscal;Obrigações Fiscais;Permitir a atualização de códigos SEFAZ e NCM.;Atende;
25190;TOTVS Backoffice - Linha Protheus;Faturamento;Fiscal;Obrigações Fiscais;Permitir emissão de Nota Fiscal de Serviço Eletrônica.;Atende;
25191;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir integração com sistemas especialistas que tratam as Obrigações Fiscais.;Atende;Considerando os sistemas de obrigações já existentes do fisco para entrega de obrigações.
25192;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir inclusão de informações fiscais como tipo de operação classificações fiscais tratamento das exceções alíquota aplicada (IPI ICMS etc) substituição tributária.;Atende;
25193;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Atender ao Sistema Publico de Escrituração Digital contemplando a Escrituração Fiscal Digital (EFD) Escrituração Contábil Digital (ECD).;Atende;Fiscal + Contabilidade
25194;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Gerar as guias de recolhimento de impostos.;Atende;Fiscal + Financeiro
25195;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Propiciar o cumprimento das obrigações acessórias inclusive geração de arquivos magnéticos.;Atende;
25196;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Atender as obrigações acessórias e especiais.;Atende;
25197;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir criação de cronograma de apuração de impostos para controlar as datas e prazos de vencimentos de impostos e permitindo o envio de alertas visuais;Atende;www.espacolegislacao.totvs.com permite o cliente criar calendário e enviar alertas através do calendário destas obrigações fiscais
25198;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a emissão do kit de correção (nota de débito e carta de correção) p/ ajuste de nota e permitir o controle de pendências (para valores maiores que os solicitados - emissão de nota complementar de quantidade e impostos).;Atende;
25199;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir provisão de impostos a pagar no encerramento de cada período;Atende;
25200;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a emissão de relatórios que forneçam a retenção de impostos de terceiros (IR na fonte PIS COFINS CS INSS dentre outros).;Atende;
25201;TOTVS Backoffice - Linha Protheus;Smart View;Fiscal;Obrigações Fiscais;Permitir a emissão de relatório sintético com valor total pago por tipo de imposto e o comparativo dos 12 últimos meses.;Atende;
25202;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir a emissão de relatório com as retenções por tipo de imposto e abatimentos efetuados.;Atende;
25203;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir cadastrar tabela de impostos incidentes sobre serviços;Atende;Fiscal + Financeiro
25204;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir cadastrar tabela com as naturezas de operação com os impostos incidentes em cada natureza para fins de importação de serviço;Atende;
25205;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Permitir cadastrar tabela com aliquota de imposto de renda por país para fins de importação de serviço.;Atende;
25206;Inteligência Fiscal by IOB;;Fiscal;Obrigações Fiscais;Permitir a emissão de relatório com os impostos não repassados ao órgão publico. Obs.: normalmente por erro de cadastro.;Atende;
25207;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Atender requerimentos de Preço de Transferência;Atende;
25208;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Obrigações Fiscais;Atender requerimentos da Reforma Tributária;Atende;
25209;TOTVS Backoffice - Linha Protheus;Livros Fiscais;Fiscal;Relatórios/Consultas;Permitir a emissão de relatório com as retenções efetivamente pagas (isto é vincular as retenções de acordo com o recebimento do título/NF correspondente).;Atende;
